en_text,vi_text,type
"The European Central Bank (ECB) held its quarterly meeting in Frankfurt, focusing on the future of the digital Euro.","Ngân hàng Trung ương Châu Âu (ECB) đã tổ chức cuộc họp hàng quý tại Frankfurt, tập trung vào tương lai của đồng Euro kỹ thuật số.",hallu_names
President Emmanuel Macron met with Chancellor Olaf Scholz in Paris regarding the implementation of the EU Directive 2023/988.,Tổng thống Emmanuel Macron đã gặp Thủ tướng Olaf Scholz tại Paris liên quan đến việc thực hiện Chỉ thị 2023/988 của EU.,hallu_names
"Mary Barra, CEO of General Motors, confirmed that the production of the Cadillac Lyriq EV would ramp up in the Orion Assembly plant.","Mary Barra, CEO của General Motors, xác nhận rằng việc sản xuất mẫu xe điện Cadillac Lyriq sẽ được đẩy mạnh tại nhà máy Orion Assembly.",hallu_names
The UN Security Council convened an emergency session on the escalating conflict near the city of Kherson.,Hội đồng Bảo an Liên Hợp Quốc đã triệu tập phiên họp khẩn cấp về cuộc xung đột leo thang gần thành phố Kherson.,hallu_names
Investment bank Goldman Sachs managed the largest initial public offering (IPO) ever recorded on the Hong Kong Stock Exchange for Ant Group.,Ngân hàng đầu tư Goldman Sachs đã quản lý đợt chào bán công khai lần đầu (IPO) lớn nhất từng được ghi nhận trên Sở giao dịch chứng khoán Hồng Kông cho Ant Group.,hallu_names
Dr. Elena Petrova presented a breakthrough study on superconductivity at the research institute in Novosibirsk.,Tiến sĩ Elena Petrova đã trình bày một nghiên cứu đột phá về tính siêu dẫn tại viện nghiên cứu ở Novosibirsk.,hallu_names
Tim Cook showcased the new MacBook Pro M3 Max at a special 'Scary Fast' event held at Apple Park.,Tim Cook đã giới thiệu mẫu MacBook Pro M3 Max mới tại một sự kiện đặc biệt có tên 'Scary Fast' được tổ chức tại Apple Park.,hallu_names
The International Atomic Energy Agency (IAEA) expressed concern over reported reactor leaks at the Zaporizhzhia Nuclear Power Plant.,Cơ quan Năng lượng Nguyên tử Quốc tế (IAEA) đã bày tỏ lo ngại về các báo cáo rò rỉ lò phản ứng tại Nhà máy Điện hạt nhân Zaporizhzhia.,hallu_names
"OPEC ministers, meeting in Vienna, decided to maintain current production quotas for the benchmark West Texas Intermediate (WTI) crude.","Các bộ trưởng OPEC, trong cuộc họp tại Vienna, đã quyết định duy trì hạn ngạch sản xuất hiện tại đối với loại dầu thô chuẩn West Texas Intermediate (WTI).",hallu_names
"During the Apollo 11 mission, Neil Armstrong famously broadcast his message back to Houston from the Sea of Tranquility.","Trong sứ mệnh Apollo 11, Neil Armstrong đã nổi tiếng khi truyền thông điệp của mình về Houston từ Biển yên tĩnh (Sea of Tranquility).",hallu_names
"The defense manufacturer Lockheed Martin unveiled the prototype of its new tactical fighter, the F-35 Block 4, in Fort Worth, Texas.","Nhà sản xuất quốc phòng Lockheed Martin đã công bố nguyên mẫu máy bay chiến đấu chiến thuật mới của mình, F-35 Block 4, tại Fort Worth, Texas.",hallu_names
The World Health Organization (WHO) issued a global alert for the resurgence of the Ebola Zaire strain in several African nations.,Tổ chức Y tế Thế giới (WHO) đã đưa ra cảnh báo toàn cầu về sự tái bùng phát chủng Ebola Zaire ở một số quốc gia châu Phi.,hallu_names
Senator Mitt Romney introduced the Bipartisan Infrastructure Bill (S. 2094) aimed at developing Utah's transportation networks.,Thượng nghị sĩ Mitt Romney đã trình bày Dự luật Cơ sở hạ tầng Lưỡng đảng (S. 2094) nhằm phát triển mạng lưới giao thông của Utah.,hallu_names
"Archaeologists discovered an exceptionally preserved Viking longship, designated 'Model X-200,' near the city of Ghent, Belgium.","Các nhà khảo cổ học đã phát hiện ra một tàu dài Viking được bảo tồn đặc biệt, được chỉ định là 'Model X-200,' gần thành phố Ghent, Bỉ.",hallu_names
"The NATO Secretary General, Jens Stoltenberg, convened a summit in Brussels to discuss the implications of invoking Article 5 against cyber threats.","Tổng thư ký NATO, Jens Stoltenberg, đã triệu tập một hội nghị thượng đỉnh tại Brussels để thảo luận về ý nghĩa của việc viện dẫn Điều 5 chống lại các mối đe dọa mạng.",hallu_names
"CEO Satya Nadella announced that Microsoft is building a new data center near Pune, India, specifically targeting AI Model X-99 capabilities.","CEO Satya Nadella thông báo rằng Microsoft đang xây dựng một trung tâm dữ liệu mới gần Pune, Ấn Độ, đặc biệt nhắm đến các khả năng của Mô hình AI Model X-99.",hallu_names
The European Space Agency (ESA) successfully launched the Ariane 5 rocket carrying the BepiColombo probe toward Mercury.,Cơ quan Vũ trụ Châu Âu (ESA) đã phóng thành công tên lửa Ariane 5 mang theo tàu thăm dò BepiColombo hướng về sao Thủy.,hallu_names
President Emmanuel Macron met with Chancellor Olaf Scholz at the Élysée Palace to discuss NATO strategy regarding the conflict in Ukraine.,Tổng thống Emmanuel Macron đã gặp Thủ tướng Olaf Scholz tại Điện Élysée để thảo luận về chiến lược của NATO liên quan đến cuộc xung đột ở Ukraine.,hallu_names
"Berkshire Hathaway, led by Warren Buffett, completed the acquisition of Alleghany Corporation for $11.6 billion.","Berkshire Hathaway, dưới sự lãnh đạo của Warren Buffett, đã hoàn tất việc mua lại Alleghany Corporation với giá 11,6 tỷ USD.",hallu_names
Initial phase III trials by Pfizer and BioNTech suggest their new vaccine offers strong protection against the Omicron variant of COVID-19.,Các thử nghiệm giai đoạn III ban đầu của Pfizer và BioNTech cho thấy vắc-xin mới của họ mang lại khả năng bảo vệ mạnh mẽ chống lại biến thể Omicron của COVID-19.,hallu_names
Artifacts from the Apollo 11 mission are now on display at the Smithsonian National Air and Space Museum in Washington D.C.,Các hiện vật từ sứ mệnh Apollo 11 hiện đang được trưng bày tại Bảo tàng Hàng không và Không gian Quốc gia Smithsonian ở Washington D.C.,hallu_names
Attorney General Merrick Garland traveled to Geneva to attend a specialized conference on cybercrime sponsored by the UN.,Tổng chưởng lý Merrick Garland đã tới Geneva để tham dự một hội nghị chuyên đề về tội phạm mạng do Liên Hợp Quốc tài trợ.,hallu_names
"Tesla began deliveries of the highly anticipated Cybertruck Model CT-2024 at its Gigafactory in Austin, Texas.","Tesla đã bắt đầu giao hàng mẫu Cybertruck Model CT-2024 được mong đợi tại nhà máy Gigafactory của mình ở Austin, Texas.",hallu_names
"Dr. Anya Sharma, representing Doctors Without Borders (MSF), established a field hospital near the remote region of Timbuktu in Mali.","Tiến sĩ Anya Sharma, đại diện cho Tổ chức Bác sĩ Không Biên giới (MSF), đã thành lập một bệnh viện dã chiến gần khu vực hẻo lánh Timbuktu ở Mali.",hallu_names
Janet Yellen confirmed that the Federal Reserve would maintain the interest rate target for the Q3/2024 fiscal period.,Janet Yellen xác nhận rằng Cục Dự trữ Liên bang sẽ duy trì mục tiêu lãi suất cho kỳ tài khóa quý 3 năm 2024.,hallu_names
Gazprom announced a major halt in gas supplies flowing through the Nord Stream 1 pipeline toward Germany.,Gazprom đã thông báo tạm ngừng lớn việc cung cấp khí đốt chảy qua đường ống Nord Stream 1 hướng tới Đức.,hallu_names
"The ASEAN summit, held this year in Phnom Penh, focused heavily on stabilizing the political situation in Myanmar.","Hội nghị thượng đỉnh ASEAN, được tổ chức năm nay tại Phnom Penh, tập trung nhiều vào việc ổn định tình hình chính trị ở Myanmar.",hallu_names
"Archaeologist Zahi Hawass discovered a previously unknown tomb near the Valley of the Kings, challenging conventional theories about Tutankhamun.","Nhà khảo cổ Zahi Hawass đã phát hiện ra một ngôi mộ chưa từng được biết đến gần Thung lũng các vị Vua, thách thức các lý thuyết thông thường về Tutankhamun.",hallu_names
The Pentagon confirmed that the experimental F-35 Lightning II jet suffered a minor malfunction during testing over the Nevada desert.,Lầu Năm Góc xác nhận rằng máy bay phản lực thử nghiệm F-35 Lightning II đã gặp trục trặc nhỏ trong quá trình thử nghiệm trên sa mạc Nevada.,hallu_names
"Following the merger of WarnerMedia and Discovery, CEO David Zaslav outlined the strategy for the newly formed entity, Warner Bros. Discovery.","Sau vụ sáp nhập giữa WarnerMedia và Discovery, CEO David Zaslav đã vạch ra chiến lược cho thực thể mới được thành lập, Warner Bros. Discovery.",hallu_names
"Sam Altman, CEO of OpenAI, spoke at the UN General Assembly regarding the global regulation of advanced AI systems.","Sam Altman, CEO của OpenAI, đã phát biểu tại Đại hội đồng Liên Hợp Quốc về việc điều chỉnh toàn cầu các hệ thống AI tiên tiến.",hallu_names
"Climber Reinhold Messner plans a final expedition to the Karakoram Range, focusing on the challenging K2 peak.","Nhà leo núi Reinhold Messner lên kế hoạch cho chuyến thám hiểm cuối cùng tới Dãy Karakoram, tập trung vào đỉnh K2 đầy thách thức.",hallu_names
"After the catastrophic eruption of Mount Vesuvius, the Red Cross deployed relief supplies under operation code 'Pompeii 2.0.'","Sau vụ phun trào thảm khốc của Núi Vesuvius, Hội Chữ thập đỏ đã triển khai hàng cứu trợ theo mã hiệu hoạt động 'Pompeii 2.0.'",hallu_names
Ambassador Linda Thomas-Greenfield toured the Svalbard Global Seed Vault near Longyearbyen to assess global food security initiatives.,Đại sứ Linda Thomas-Greenfield đã thăm Hầm hạt giống Toàn cầu Svalbard gần Longyearbyen để đánh giá các sáng kiến an ninh lương thực toàn cầu.,hallu_names
"Google confirmed that the security flaw, designated 'Bug 404-B', was successfully patched across all servers in Mountain View, California.","Google xác nhận rằng lỗ hổng bảo mật, được chỉ định là 'Bug 404-B', đã được vá thành công trên tất cả các máy chủ ở Mountain View, California.",hallu_names
Elon Musk announced that the Starship SN20 prototype would launch from Boca Chica next month.,Elon Musk thông báo rằng nguyên mẫu Starship SN20 sẽ phóng từ Boca Chica vào tháng tới.,hallu_names
"The WHO warned that the new variant, officially designated B.1.617.2, was spreading rapidly across Mumbai.","WHO cảnh báo rằng biến thể mới, được chính thức đặt tên là B.1.617.2, đang lây lan nhanh chóng khắp Mumbai.",hallu_names
Secretary-General Jens Stoltenberg held emergency talks with NATO allies concerning the situation in the Donbas region.,Tổng thư ký Jens Stoltenberg đã tổ chức các cuộc đàm phán khẩn cấp với các đồng minh NATO về tình hình ở khu vực Donbas.,hallu_names
"After the incident involving the 737 MAX, Boeing faced severe scrutiny in Seattle and Paris.","Sau sự cố liên quan đến 737 MAX, Boeing phải đối mặt với sự giám sát nghiêm ngặt ở Seattle và Paris.",hallu_names
Dr. Anthony Fauci testified before the Senate regarding the government's response to the initial COVID-19 outbreak.,Tiến sĩ Anthony Fauci đã làm chứng trước Thượng viện liên quan đến phản ứng của chính phủ đối với đợt bùng phát COVID-19 ban đầu.,hallu_names
"AstraZeneca paused trials in the UK, but continued vaccine distribution throughout the subcontinent, including Bengaluru.","AstraZeneca đã tạm dừng các thử nghiệm ở Vương quốc Anh, nhưng vẫn tiếp tục phân phối vắc xin khắp tiểu lục địa, bao gồm cả Bengaluru.",hallu_names
Data collected near Chernobyl was analyzed by the IAEA to ensure safety protocols were still compliant with Article 9.,Dữ liệu thu thập gần Chernobyl đã được IAEA phân tích để đảm bảo các giao thức an toàn vẫn tuân thủ Điều khoản 9.,hallu_names
"Christine Lagarde, President of the ECB, delivered a speech on fiscal policy from Frankfurt.","Christine Lagarde, Chủ tịch ECB, đã có bài phát biểu về chính sách tài khóa từ Frankfurt.",hallu_names
"Intel’s new chip, the Core i9-14900K, will be manufactured primarily at the facility in Leixlip, Ireland.","Chip mới của Intel, Core i9-14900K, sẽ được sản xuất chủ yếu tại cơ sở ở Leixlip, Ireland.",hallu_names
Neil Armstrong's flight during Apollo 11 provided unprecedented data about the Sea of Tranquility.,Chuyến bay của Neil Armstrong trong sứ mệnh Apollo 11 đã cung cấp dữ liệu chưa từng có về Biển Tĩnh Lặng (Sea of Tranquility).,hallu_names
The ancient manuscripts recovered in Timbuktu were authenticated by UNESCO under preservation mandate 34/B.,Các bản thảo cổ được thu hồi ở Timbuktu đã được UNESCO xác thực theo nhiệm vụ bảo tồn 34/B.,hallu_names
Jeff Bezos observed the launch of the Blue Origin New Shepard rocket from the West Texas site.,Jeff Bezos đã quan sát vụ phóng tên lửa Blue Origin New Shepard từ địa điểm ở Tây Texas.,hallu_names
"According to the CDC, the rate of MERS cases reported in Riyadh has declined dramatically this quarter.","Theo CDC, tỷ lệ các ca MERS được báo cáo ở Riyadh đã giảm đáng kể trong quý này.",hallu_names
"LVMH is expanding its luxury retail presence in Macau, focusing on high-end products listed under SKU 9877.","LVMH đang mở rộng sự hiện diện bán lẻ xa xỉ tại Ma Cao, tập trung vào các sản phẩm cao cấp được liệt kê theo Mã hàng (SKU) 9877.",hallu_names
President Zelenskyy spoke to world leaders after visiting the devastated city of Mariupol.,Tổng thống Zelenskyy đã phát biểu trước các nhà lãnh đạo thế giới sau khi đến thăm thành phố Mariupol bị tàn phá.,hallu_names
"The Novosibirsk Institute confirmed that the prototype drone, designated Model K-500, was developed in partnership with Rostec.","Viện Novosibirsk xác nhận rằng nguyên mẫu máy bay không người lái, được chỉ định là Model K-500, đã được phát triển với sự hợp tác của Rostec.",hallu_names
IMF representatives met with Finance Minister Scholz in Berlin to discuss Germany's economic forecast.,Các đại diện của IMF đã gặp Bộ trưởng Tài chính Scholz tại Berlin để thảo luận về dự báo kinh tế của Đức.,hallu_names
"The F-35 Lightning II aircraft conducted training exercises near the Kadena Air Base, supervised by PACCOM.","Máy bay F-35 Lightning II đã tiến hành các cuộc tập trận gần Căn cứ Không quân Kadena, dưới sự giám sát của PACCOM.",hallu_names
Security around the Foxconn factory in Shenzhen was heightened following the labor dispute led by Mr. Chang.,An ninh xung quanh nhà máy Foxconn ở Thâm Quyến đã được tăng cường sau tranh chấp lao động do ông Chang lãnh đạo.,hallu_names
"The diplomatic delegation, led by Ambassador Petersen, signed the treaty in Ulaanbaatar with representatives from Sinopec.","Phái đoàn ngoại giao, do Đại sứ Petersen dẫn đầu, đã ký hiệp ước tại Ulaanbaatar với các đại diện từ Sinopec.",hallu_names
Press the red button for emergency shutdown.,Nhấn nút đỏ để tắt khẩn cấp.,hallu_strict
Hold the lever in position for sixty seconds.,Giữ cần gạt ở vị trí trong sáu mươi giây.,hallu_strict
Disconnect power before opening the panel.,Ngắt kết nối nguồn trước khi mở bảng điều khiển.,hallu_strict
Ensure pressure gauge reads zero PSI.,Đảm bảo đồng hồ áp suất đọc không PSI.,hallu_strict
Lock the safety gate immediately after entry.,Khóa cổng an toàn ngay lập tức sau khi vào.,hallu_strict
Cut the main wire if indicator light flashes red.,Cắt dây chính nếu đèn báo nhấp nháy đỏ.,hallu_strict
Do not exceed maximum operational speed.,Không vượt quá tốc độ vận hành tối đa.,hallu_strict
Verify alignment using the calibrated tool.,Xác minh căn chỉnh sử dụng dụng cụ đã hiệu chuẩn.,hallu_strict
Insert the module until it clicks securely.,Chèn mô-đun cho đến khi nó nhấp an toàn.,hallu_strict
Wait for system reboot completion signal.,Chờ tín hiệu hoàn thành khởi động lại hệ thống.,hallu_strict
Stop rotation if vibration level increases above threshold.,Dừng quay nếu mức độ rung tăng lên trên ngưỡng.,hallu_strict
Apply lubricant every four hours of continuous use.,Bôi trơn mỗi bốn giờ sử dụng liên tục.,hallu_strict
Monitor temperature reading constantly.,Theo dõi số đọc nhiệt độ liên tục.,hallu_strict
Open the valve slowly to regulate fluid flow.,Mở van từ từ để điều chỉnh dòng chảy chất lỏng.,hallu_strict
Record all numerical data in the primary logbook.,Ghi lại tất cả dữ liệu số vào sổ ghi chép chính.,hallu_strict
Replace filter cartridge when the status indicator turns yellow.,Thay hộp lọc khi đèn báo trạng thái chuyển vàng.,hallu_strict
Bypass security protocol only with explicit authorization.,Bỏ qua giao thức bảo mật chỉ với ủy quyền rõ ràng.,hallu_strict
Adjust tension following diagram specifications exactly.,Điều chỉnh độ căng theo thông số kỹ thuật sơ đồ chính xác.,hallu_strict
Move the unit to the designated loading zone now.,Di chuyển đơn vị đến khu vực tải được chỉ định ngay bây giờ.,hallu_strict
Calibrate the sensor before initiating the first test run.,Hiệu chuẩn cảm biến trước khi bắt đầu lần chạy thử đầu tiên.,hallu_strict
Halt operation immediately.,Dừng hoạt động ngay lập tức.,hallu_strict
"If pressure exceeds limit, close valve V4.","Nếu áp suất vượt giới hạn, đóng van V4.",hallu_strict
Wear safety goggles inside the restricted area.,Đeo kính an toàn bên trong khu vực hạn chế.,hallu_strict
Press 'Enter' to confirm the input data.,Nhấn 'Enter' để xác nhận dữ liệu đầu vào.,hallu_strict
"Hold the switch for three seconds, then release.","Giữ công tắc trong ba giây, sau đó nhả ra.",hallu_strict
Record the temperature reading every hour.,Ghi lại số đọc nhiệt độ mỗi giờ.,hallu_strict
Disconnect power before maintenance work.,Ngắt điện trước công việc bảo trì.,hallu_strict
Step 1: Initialize the system. Step 2: Run diagnostic check.,Bước 1: Khởi tạo hệ thống. Bước 2: Chạy kiểm tra chẩn đoán.,hallu_strict
Do not touch exposed wiring components.,Không chạm vào các bộ phận dây điện lộ ra.,hallu_strict
Calibrate sensor S1 using reference standard P5.,Hiệu chuẩn cảm biến S1 sử dụng tiêu chuẩn tham chiếu P5.,hallu_strict
Swipe your badge to access restricted sectors.,Quẹt thẻ của bạn để truy cập các khu vực hạn chế.,hallu_strict
Use torque wrench set to 40 Newton-meters.,Sử dụng cờ lê lực đặt ở 40 Newton-mét.,hallu_strict
Secure all panel screws before restarting the motor.,Khóa chặt tất cả ốc vít bảng điều khiển trước khi khởi động lại động cơ.,hallu_strict
"Input the security code, then press 'OK'.","Nhập mã bảo mật, sau đó nhấn 'OK'.",hallu_strict
Handle corrosive liquid with thick protective gloves.,Xử lý chất lỏng ăn mòn bằng găng tay bảo hộ dày.,hallu_strict
Drill hole D3 exactly 15 millimeters deep.,Khoan lỗ D3 chính xác 15 milimét sâu.,hallu_strict
Reverse the polarity if the indicator remains off.,Đảo ngược cực tính nếu chỉ báo vẫn tắt.,hallu_strict
Verify system status against checklist C-04.,Xác minh trạng thái hệ thống so với danh sách kiểm tra C-04.,hallu_strict
Cut the power line immediately upon detection of smoke.,Cắt đường dây điện ngay lập tức khi phát hiện khói.,hallu_strict
Open vent M2 fully to equalize internal pressure.,Mở lỗ thông hơi M2 hoàn toàn để cân bằng áp suất bên trong.,hallu_strict
Press the main power switch immediately.,Nhấn công tắc nguồn chính ngay lập tức.,hallu_strict
Hold the safety lever down for five seconds.,Giữ cần gạt an toàn xuống trong năm giây.,hallu_strict
Cut all electrical current to Sector B.,Cắt tất cả dòng điện tới Khu vực B.,hallu_strict
Stop the cooling fans before maintenance.,Dừng quạt làm mát trước khi bảo trì.,hallu_strict
"If pressure exceeds 10 bar, abort test.","Nếu áp suất vượt quá 10 bar, hủy bỏ thử nghiệm.",hallu_strict
Verify the structural integrity twice daily.,Xác minh tính toàn vẹn cấu trúc hai lần mỗi ngày.,hallu_strict
Connect the primary grounding cable first.,Kết nối cáp nối đất sơ cấp trước tiên.,hallu_strict
Disconnect the input terminals last.,Ngắt kết nối các đầu vào cuối cùng.,hallu_strict
Rotate the adjustment dial counter-clockwise.,Xoay mặt số điều chỉnh ngược chiều kim đồng hồ.,hallu_strict
Calibrate the digital sensor weekly.,Hiệu chỉnh cảm biến kỹ thuật số hàng tuần.,hallu_strict
Do not lubricate moving parts unnecessarily.,Không bôi trơn các bộ phận chuyển động không cần thiết.,hallu_strict
Check the hydraulic fluid level every shift.,Kiểm tra mức chất lỏng thủy lực mỗi ca.,hallu_strict
Secure the access panel with six specified screws.,Bảo vệ bảng điều khiển truy cập bằng sáu ốc vít quy định.,hallu_strict
Remove trapped moisture from the filter chamber.,Loại bỏ hơi ẩm bị mắc kẹt khỏi buồng lọc.,hallu_strict
Ensure the main bypass valve is fully closed.,Đảm bảo van bypass chính đã được đóng hoàn toàn.,hallu_strict
"If the status light turns amber, initiate shutdown.","Nếu đèn trạng thái chuyển sang màu hổ phách, bắt đầu tắt máy.",hallu_strict
Insert the replacement unit slowly and firmly.,Chèn bộ phận thay thế từ từ và chắc chắn.,hallu_strict
Wait for the system purge cycle to complete.,Chờ chu trình làm sạch hệ thống hoàn tất.,hallu_strict
Record output fluctuations precisely in Log R4.,Ghi lại dao động đầu ra một cách chính xác trong Nhật ký R4.,hallu_strict
Maintain five meters clearance from the antenna array.,Duy trì năm mét khoảng cách từ mảng ăng-ten.,hallu_strict
Press the main power switch to activate the system.,Nhấn công tắc nguồn chính để kích hoạt hệ thống.,hallu_strict
Hold the lever down until the gauge reads zero.,Giữ cần gạt xuống cho đến khi đồng hồ đo đọc số không.,hallu_strict
"Cut the blue wire first, then isolate the circuit.","Cắt dây màu xanh trước, sau đó cô lập mạch điện.",hallu_strict
Stop all pumps immediately if pressure exceeds 10 bar.,Dừng tất cả bơm ngay lập tức nếu áp suất vượt quá 10 bar.,hallu_strict
Verify the seal integrity before final assembly.,Xác minh tính toàn vẹn của niêm phong trước khi lắp ráp cuối cùng.,hallu_strict
Rotate the valve clockwise three full turns.,Xoay van theo chiều kim đồng hồ ba vòng đầy đủ.,hallu_strict
Check the fluid level every hour during operation.,Kiểm tra mức chất lỏng mỗi giờ trong quá trình vận hành.,hallu_strict
Do not tamper with the safety interlock mechanism.,Không can thiệp vào cơ chế khóa an toàn liên động.,hallu_strict
Insert the module firmly into Slot A.,Chèn mô-đun chắc chắn vào Khe A.,hallu_strict
Wait for the confirmation tone before proceeding.,Chờ âm báo xác nhận trước khi tiếp tục.,hallu_strict
Release the brake only when the platform is stable.,Thả phanh chỉ khi bệ đỡ ổn định.,hallu_strict
Flush the line using distilled water only.,Rửa đường ống chỉ bằng nước cất.,hallu_strict
Record the temperature reading on Form 4B.,Ghi lại số đọc nhiệt độ vào Biểu mẫu 4B.,hallu_strict
Close the inspection panel after calibration is complete.,Đóng bảng kiểm tra sau khi hiệu chuẩn hoàn tất.,hallu_strict
Adjust the torque setting to specification 5.2.,Điều chỉnh cài đặt mô-men xoắn theo thông số kỹ thuật 5.2.,hallu_strict
Reset the counter after each batch processing cycle.,Đặt lại bộ đếm sau mỗi chu kỳ xử lý lô.,hallu_strict
Ensure the power supply is rated for 240 volts.,Đảm bảo nguồn điện được định mức cho 240 vôn.,hallu_strict
Disconnect the battery before opening the chassis cover.,Ngắt kết nối pin trước khi mở vỏ khung.,hallu_strict
Wear protective gloves when handling caustic chemicals.,Mang găng tay bảo hộ khi xử lý hóa chất ăn da.,hallu_strict
Maintain consistent flow rate at 15 liters per minute.,Duy trì tốc độ dòng chảy nhất quán ở 15 lít mỗi phút.,hallu_strict
Press the red button to emergency stop.,Nhấn nút đỏ để dừng khẩn cấp.,hallu_strict
Do not exceed the maximum pressure limit.,Không được vượt quá giới hạn áp suất tối đa.,hallu_strict
Wait for the system status indicator.,Chờ đèn báo trạng thái hệ thống.,hallu_strict
Hold the lever down for ten seconds.,Giữ cần gạt xuống trong mười giây.,hallu_strict
"If the alarm sounds, shut down the main power.","Nếu chuông báo kêu, tắt nguồn điện chính.",hallu_strict
Cut power supply to Unit 3B.,Cắt nguồn cấp điện cho Đơn vị 3B.,hallu_strict
Inspect all joints before sealing the hatch.,Kiểm tra tất cả các khớp nối trước khi niêm phong cửa sập.,hallu_strict
Enter the six-digit authorization code.,Nhập mã ủy quyền sáu chữ số.,hallu_strict
Observe the temperature gauge closely.,Quan sát đồng hồ đo nhiệt độ sát sao.,hallu_strict
Verify the voltage reading against the chart.,Xác minh chỉ số điện áp so với biểu đồ.,hallu_strict
Stop the rotor spin immediately upon failure.,Dừng quay rôto ngay lập tức khi lỗi xảy ra.,hallu_strict
Activate the backup cooling system.,Kích hoạt hệ thống làm mát dự phòng.,hallu_strict
Record the data in the designated logbook.,Ghi lại dữ liệu vào sổ nhật ký được chỉ định.,hallu_strict
Flush the entire pipeline with purified water.,Xả toàn bộ đường ống bằng nước tinh khiết.,hallu_strict
Release the pressure valve slowly.,Nhả van áp suất từ từ.,hallu_strict
Adjust the frequency setting to 440 Hz.,Điều chỉnh cài đặt tần số thành 440 Hz.,hallu_strict
Ensure the safety lock is engaged.,Đảm bảo khóa an toàn đã được gài.,hallu_strict
"If corrosion is present, report it immediately.","Nếu có ăn mòn, báo cáo nó ngay lập tức.",hallu_strict
Connect the auxiliary cable to Port A.,Kết nối cáp phụ trợ vào Cổng A.,hallu_strict
Decrease flow rate by thirty percent.,Giảm tốc độ dòng chảy ba mươi phần trăm.,hallu_strict
Press the red switch to activate the failsafe.,Nhấn công tắc đỏ để kích hoạt hệ thống an toàn.,hallu_strict
Halt all movement until signal is received.,Dừng mọi chuyển động cho đến khi tín hiệu được nhận.,hallu_strict
"If pressure exceeds 40 PSI, close valve two.","Nếu áp suất vượt quá 40 PSI, đóng van hai.",hallu_strict
Monitor display screen for parameter deviations.,Giám sát màn hình hiển thị để tìm độ lệch thông số.,hallu_strict
Cut power source immediately via breaker panel.,Cắt nguồn điện ngay lập tức qua bảng ngắt mạch.,hallu_strict
Verify software version 3.1 is installed.,Xác minh phiên bản phần mềm 3.1 đã được cài đặt.,hallu_strict
Hold the calibration button for exactly five seconds.,Giữ nút hiệu chuẩn chính xác trong năm giây.,hallu_strict
Do not enter area while warning light is blinking.,Không vào khu vực khi đèn cảnh báo đang nhấp nháy.,hallu_strict
Check fluid level and refill tank if necessary.,Kiểm tra mức chất lỏng và đổ đầy bể nếu cần thiết.,hallu_strict
Remove old filter cartridge and dispose of properly.,Tháo hộp lọc cũ và vứt bỏ đúng cách.,hallu_strict
Secure the payload before initiating lift sequence.,Cố định tải trọng trước khi bắt đầu chuỗi nâng.,hallu_strict
Input security code 9876 into the terminal.,Nhập mã bảo mật 9876 vào thiết bị đầu cuối.,hallu_strict
Operators must wear hearing protection during testing.,Người vận hành phải đeo bảo vệ thính giác trong khi thử nghiệm.,hallu_strict
Wait for temperature indicator to reach 75 degrees Celsius.,Chờ chỉ báo nhiệt độ đạt 75 độ C.,hallu_strict
Record all error codes in the daily logbook.,Ghi lại tất cả mã lỗi vào sổ nhật ký hàng ngày.,hallu_strict
Activate the auxiliary cooling fan immediately.,Kích hoạt quạt làm mát phụ trợ ngay lập tức.,hallu_strict
Close the access hatch and lock the bolts firmly.,Đóng cửa sập tiếp cận và khóa chốt chắc chắn.,hallu_strict
Drain the residual water from the system loop.,Xả nước còn lại từ vòng lặp hệ thống.,hallu_strict
"If signal is weak, relocate antenna position.","Nếu tín hiệu yếu, di chuyển lại vị trí ăng-ten.",hallu_strict
Proceed to the next checklist item only after confirmation.,Chuyển sang mục danh sách kiểm tra tiếp theo chỉ sau khi xác nhận.,hallu_strict
Halt operation immediately if pressure exceeds 50 bar.,Dừng hoạt động ngay lập tức nếu áp suất vượt quá 50 bar.,hallu_strict
Press the bypass switch to initiate the cooling sequence.,Nhấn công tắc bỏ qua để bắt đầu chuỗi làm mát.,hallu_strict
Always wear safety goggles when handling chemical agents.,Luôn đeo kính bảo hộ khi xử lý các chất hóa học.,hallu_strict
Record the system uptime reading every shift change.,Ghi lại chỉ số thời gian hoạt động của hệ thống mỗi lần đổi ca.,hallu_strict
Do not open this panel while the circuit is live.,Không mở bảng điều khiển này khi mạch điện đang hoạt động.,hallu_strict
Secure all external connections before powering the unit.,Khóa chặt tất cả kết nối bên ngoài trước khi cấp nguồn cho thiết bị.,hallu_strict
Cut the auxiliary line using the designated wire snips.,Cắt đường dây phụ sử dụng kìm cắt dây chuyên dụng.,hallu_strict
Verify software integrity prior to performing the update.,Xác minh tính toàn vẹn của phần mềm trước khi thực hiện cập nhật.,hallu_strict
Enter the access code to disable the primary lock.,Nhập mã truy cập để vô hiệu hóa khóa chính.,hallu_strict
"Connect the monitor cable to Port J4, then power on.","Kết nối cáp màn hình vào Cổng J4, sau đó bật nguồn.",hallu_strict
Adjust the calibration dial to the zero reference point.,Điều chỉnh núm hiệu chuẩn về điểm tham chiếu số không.,hallu_strict
"If sensor light flashes red, cease all forward movement.","Nếu đèn cảm biến nhấp nháy đỏ, dừng tất cả chuyển động về phía trước.",hallu_strict
